model,segment_start,segment_end,n_slots,duration_h,system_state_zh,main_dispatch_action_zh,dispatch_purpose_zh,mean_native_load_kw,mean_grid_import_kw,mean_ess_charge_kw,mean_ess_discharge_kw,mean_ev_charge_kw,mean_ev_discharge_kw,mean_pv_available_kw,mean_price_buy
baseline_noncooperative,2025-07-17 12:00:00,2025-07-17 12:15:00,2,0.5,高负荷+光伏可用,EV充电为主；购电支撑为主,维持功率平衡,667.65,256.541,0.0,0.0,30.391,0.0,441.5,0.68
baseline_noncooperative,2025-07-17 12:30:00,2025-07-17 12:30:00,1,0.25,高负荷+光伏可用,EV充电为主；购电支撑为主,维持功率平衡,673.4,253.4,0.0,0.0,21.0,0.0,441.0,0.68
baseline_noncooperative,2025-07-17 12:45:00,2025-07-17 12:45:00,1,0.25,高负荷+光伏可用,EV充电为主；购电支撑为主,维持功率平衡,669.4,252.4,0.0,0.0,21.0,0.0,438.0,0.68
baseline_noncooperative,2025-07-17 13:00:00,2025-07-17 13:00:00,1,0.25,高负荷+光伏可用,EV充电为主；购电支撑为主,维持功率平衡,673.7,261.8,0.0,0.0,21.0,0.0,432.9,0.68
baseline_noncooperative,2025-07-17 13:15:00,2025-07-17 13:30:00,2,0.5,高负荷+光伏可用,EV充电为主；购电支撑为主,维持功率平衡,668.8,257.054,0.0,0.0,9.804,0.0,421.55,0.68
baseline_noncooperative,2025-07-17 13:45:00,2025-07-17 13:45:00,1,0.25,高负荷+光伏可用,购电支撑为主,维持功率平衡,667.8,261.4,0.0,0.0,0.0,0.0,406.4,0.68
baseline_noncooperative,2025-07-17 14:00:00,2025-07-17 14:45:00,4,1.0,高负荷+光伏可用,购电支撑为主,维持功率平衡,727.0,467.25,0.0,0.0,0.0,0.0,259.75,0.68
baseline_noncooperative,2025-07-17 15:00:00,2025-07-17 17:30:00,11,2.75,高负荷+光伏可用+峰电价,购电支撑为主,维持功率平衡,733.8,524.155,0.0,0.0,0.0,0.0,209.645,0.9455
baseline_noncooperative,2025-07-17 17:45:00,2025-07-17 20:45:00,13,3.25,峰电价,购电支撑为主,维持功率平衡,561.946,545.169,0.0,0.0,0.0,0.0,16.777,1.28
baseline_noncooperative,2025-07-17 21:00:00,2025-07-17 23:45:00,12,3.0,常规,购电支撑为主,维持功率平衡,430.817,430.817,0.0,0.0,0.0,0.0,0.0,0.72
baseline_noncooperative,2025-07-18 00:00:00,2025-07-18 06:45:00,28,7.0,谷电价,购电支撑为主,维持功率平衡,382.132,372.825,0.0,0.0,0.0,0.0,9.307,0.42
baseline_noncooperative,2025-07-18 07:00:00,2025-07-18 08:30:00,7,1.75,光伏可用,EV充电为主；购电支撑为主,维持功率平衡,536.629,353.453,0.0,0.0,24.168,0.0,207.343,0.75
baseline_noncooperative,2025-07-18 08:45:00,2025-07-18 09:45:00,5,1.25,光伏可用,EV充电为主；购电支撑为主,维持功率平衡,647.72,367.861,0.0,0.0,87.461,0.0,367.32,0.75
baseline_noncooperative,2025-07-18 10:00:00,2025-07-18 14:45:00,20,5.0,高负荷+光伏可用,EV充电为主；购电支撑为主,维持功率平衡,707.33,264.85,0.0,0.0,46.72,0.0,489.2,0.694
baseline_noncooperative,2025-07-18 15:00:00,2025-07-18 15:45:00,4,1.0,高负荷+光伏可用+峰电价,购电支撑为主,维持功率平衡,743.325,387.775,0.0,0.0,0.0,0.0,355.55,0.82
baseline_noncooperative,2025-07-18 16:00:00,2025-07-18 17:15:00,6,1.5,高负荷+光伏可用+峰电价,购电支撑为主,维持功率平衡,747.15,525.933,0.0,0.0,0.0,0.0,221.217,0.9733
baseline_noncooperative,2025-07-18 17:30:00,2025-07-18 20:45:00,14,3.5,峰电价,购电支撑为主,维持功率平衡,578.679,551.2,0.0,0.0,0.0,0.0,27.479,1.28
baseline_noncooperative,2025-07-18 21:00:00,2025-07-18 23:45:00,12,3.0,常规,购电支撑为主,维持功率平衡,438.917,438.917,0.0,0.0,0.0,0.0,0.0,0.72
baseline_noncooperative,2025-07-19 00:00:00,2025-07-19 07:45:00,32,8.0,谷电价,购电支撑为主,维持功率平衡,339.494,317.431,0.0,0.0,0.0,0.0,22.062,0.4
baseline_noncooperative,2025-07-19 08:00:00,2025-07-19 09:30:00,7,1.75,光伏可用,购电支撑为主,维持功率平衡,446.414,204.6,0.0,0.0,0.0,0.0,241.814,0.62
baseline_noncooperative,2025-07-19 09:45:00,2025-07-19 09:45:00,1,0.25,光伏可用,EV充电为主,维持功率平衡,483.5,173.3,0.0,0.0,7.0,0.0,317.2,0.62
baseline_noncooperative,2025-07-19 10:00:00,2025-07-19 14:30:00,19,4.75,光伏可用,EV充电为主,维持功率平衡,515.379,158.892,0.0,0.0,20.913,0.0,377.4,0.62
baseline_noncooperative,2025-07-19 14:45:00,2025-07-19 15:15:00,3,0.75,光伏可用,EV充电为主；购电支撑为主,维持功率平衡,534.833,240.797,0.0,0.0,5.797,0.0,299.833,0.62
baseline_noncooperative,2025-07-19 15:30:00,2025-07-19 17:45:00,10,2.5,光伏可用,购电支撑为主,维持功率平衡,510.15,340.97,0.0,0.0,0.0,0.0,169.18,0.62
baseline_noncooperative,2025-07-19 18:00:00,2025-07-19 20:45:00,12,3.0,峰电价,购电支撑为主,维持功率平衡,419.925,409.542,0.0,0.0,0.0,0.0,10.383,0.78
baseline_noncooperative,2025-07-19 21:00:00,2025-07-19 23:45:00,12,3.0,常规,购电支撑为主,维持功率平衡,341.108,341.108,0.0,0.0,0.0,0.0,0.0,0.55
baseline_noncooperative,2025-07-20 00:00:00,2025-07-20 07:45:00,32,8.0,谷电价,购电支撑为主,维持功率平衡,337.969,317.381,0.0,0.0,0.0,0.0,20.587,0.4
baseline_noncooperative,2025-07-20 08:00:00,2025-07-20 08:30:00,3,0.75,光伏可用,购电支撑为主,维持功率平衡,422.633,234.633,0.0,0.0,0.0,0.0,188.0,0.62
baseline_noncooperative,2025-07-20 08:45:00,2025-07-20 10:00:00,6,1.5,光伏可用,EV充电为主,维持功率平衡,456.533,193.083,0.0,0.0,7.0,0.0,270.45,0.62
baseline_noncooperative,2025-07-20 10:15:00,2025-07-20 14:15:00,17,4.25,光伏可用,EV充电为主,维持功率平衡,511.412,189.284,0.0,0.0,35.008,0.0,357.135,0.62
baseline_noncooperative,2025-07-20 14:30:00,2025-07-20 14:45:00,2,0.5,光伏可用,EV充电为主；购电支撑为主,维持功率平衡,522.45,226.057,0.0,0.0,6.957,0.0,303.35,0.62
baseline_noncooperative,2025-07-20 15:00:00,2025-07-20 17:45:00,12,3.0,光伏可用,购电支撑为主,维持功率平衡,504.733,327.858,0.0,0.0,0.0,0.0,176.875,0.62
baseline_noncooperative,2025-07-20 18:00:00,2025-07-20 20:45:00,12,3.0,峰电价,购电支撑为主,维持功率平衡,413.025,403.333,0.0,0.0,0.0,0.0,9.692,0.78
baseline_noncooperative,2025-07-20 21:00:00,2025-07-20 23:45:00,12,3.0,常规,购电支撑为主,维持功率平衡,331.95,331.95,0.0,0.0,0.0,0.0,0.0,0.55
