slot_id,timestamp,date,price_buy_yuan_per_kwh,p1_ess_charge_kw,p1_ess_discharge_kw,bl_ess_charge_kw,bl_ess_discharge_kw
43,2025-07-14 10:30:00,2025-07-14,0.75,0.0,0.0,0.0,0.0
44,2025-07-14 10:45:00,2025-07-14,0.75,0.0,0.0,0.0,0.0
45,2025-07-14 11:00:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
46,2025-07-14 11:15:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
47,2025-07-14 11:30:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
48,2025-07-14 11:45:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
49,2025-07-14 12:00:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
50,2025-07-14 12:15:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
51,2025-07-14 12:30:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
52,2025-07-14 12:45:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
53,2025-07-14 13:00:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
54,2025-07-14 13:15:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
55,2025-07-14 13:30:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
56,2025-07-14 13:45:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
57,2025-07-14 14:00:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
58,2025-07-14 14:15:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
59,2025-07-14 14:30:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
60,2025-07-14 14:45:00,2025-07-14,0.68,0.0,0.0,0.0,0.0
61,2025-07-14 15:00:00,2025-07-14,0.82,0.0,0.0,0.0,300.0
62,2025-07-14 15:15:00,2025-07-14,0.82,0.0,0.0,0.0,300.0
63,2025-07-14 15:30:00,2025-07-14,0.82,0.0,0.0,0.0,300.0
64,2025-07-14 15:45:00,2025-07-14,0.82,0.0,0.0,0.0,300.0
65,2025-07-14 16:00:00,2025-07-14,0.82,0.0,0.0,0.0,300.0
66,2025-07-14 16:15:00,2025-07-14,0.82,0.0,0.0,0.0,300.0
67,2025-07-14 16:30:00,2025-07-14,0.82,0.0,0.0,0.0,24.000000000000465
68,2025-07-14 16:45:00,2025-07-14,0.82,0.0,0.0,0.0,0.0
69,2025-07-14 17:00:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
70,2025-07-14 17:15:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
71,2025-07-14 17:30:00,2025-07-14,1.28,0.0,0.0,0.0,0.0
72,2025-07-14 17:45:00,2025-07-14,1.28,0.0,0.0,0.0,0.0
73,2025-07-14 18:00:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
74,2025-07-14 18:15:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
75,2025-07-14 18:30:00,2025-07-14,1.28,0.0,48.0,0.0,0.0
76,2025-07-14 18:45:00,2025-07-14,1.28,0.0,0.0,0.0,0.0
77,2025-07-14 19:00:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
78,2025-07-14 19:15:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
79,2025-07-14 19:30:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
80,2025-07-14 19:45:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
81,2025-07-14 20:00:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
82,2025-07-14 20:15:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
83,2025-07-14 20:30:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
84,2025-07-14 20:45:00,2025-07-14,1.28,0.0,300.0,0.0,0.0
